Date of Demolition,Locality,District,Area,Housing Units,People left Homeless,Minors left Homeless,Type Of Structure
2014-01-22,Kh.Ibziq,Tubas,west-bank,1,8,6,Residental
2014-01-22,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential
2014-01-22,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2014-01-22,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2014-01-22,Kh. Yarza,Tubas,west-bank,1,0,0,Residental
2014-01-22,Kh. Yarza,Tubas,west-bank,3,0,0,Non Resedential
2014-01-22,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2014-01-22,Kh. Yarza,Tubas,west-bank,2,0,0,Non Resedential
2014-01-22,Kh. Yarza,Tubas,west-bank,1,9,4,Residental
2014-01-22,Kh. Yarza,Tubas,west-bank,3,0,0,Non Resedential
2014-01-08,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,10,6,Residental
2014-01-08,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2014-01-08,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2014-01-08,al-Jiftlik,Jericho,west-bank,2,20,8,Residental
2014-01-08,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2014-01-08,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,9,5,Residental
2014-01-08,Kh. 'Ein Karzaliyah,Jericho,west-bank,3,0,0,Non Resedential
2014-01-08,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,8,6,Residental
2014-01-08,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2013-12-24,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,3,0,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,2,6,4,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,3,1,Residental
2013-12-24,Fasayil,Jericho,west-bank,1,5,3,Residental
2013-12-24,Fasayil,Jericho,west-bank,1,2,0,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,5,3,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,2,0,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,8,0,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,4,2,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,2,4,0,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,2,0,Residental
2013-12-24,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,2,6,4,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,8,4,Residental
2013-12-24,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,8,6,Residental
2013-12-24,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2013-12-24,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2013-12-12,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2013-12-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2013-12-10,al-Jiftlik,Jericho,west-bank,1,9,7,Residental
2013-12-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2013-12-10,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2013-12-10,Kh. Yarza,Tubas,west-bank,1,0,0,Residental
2013-12-10,Kh. Yarza,Tubas,west-bank,2,0,0,Non Resedential
2013-12-10,Tayasir,Tubas,west-bank,3,0,0,Residental
2013-12-10,Tayasir,Tubas,west-bank,3,0,0,Non Resedential
2013-12-10,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2013-12-03,Kh. Yarza,Tubas,west-bank,2,0,0,Non Resedential
2013-12-03,Bardalah,Tubas,west-bank,1,0,0,Non Resedential
2013-12-03,Bardalah,Tubas,west-bank,1,0,0,Non Resedential
2013-12-03,Bardalah,Tubas,west-bank,2,0,0,Non Resedential
2013-12-03,al-Farisiyah,Tubas,west-bank,3,11,5,Residental
2013-12-03,al-Farisiyah,Tubas,west-bank,4,0,0,Non Resedential
2013-12-03,al-Hadidiyah,Tubas,west-bank,1,0,0,Residental
2013-12-02,al-A'uja,Jericho,west-bank,1,4,2,Residental
2013-12-02,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2013-12-02,al-A'uja,Jericho,west-bank,1,8,6,Residental
2013-12-02,al-A'uja,Jericho,west-bank,2,0,0,Non Resedential
2013-12-02,al-A'uja,Jericho,west-bank,1,19,7,Residental
2013-12-02,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2013-12-02,al-A'uja,Jericho,west-bank,1,8,5,Residental
2013-12-02,al-A'uja,Jericho,west-bank,1,8,6,Residental
2013-12-02,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2013-12-02,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2013-12-02,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2013-11-28,Deir Ballut,Salfit,west-bank,1,0,0,Residental
2013-11-25,a-Taybah,Ramallah and al-Bira,west-bank,1,4,2,Residental
2013-11-20,al-Jiftlik,Jericho,west-bank,1,10,6,Residental
2013-11-20,al-Jiftlik,Jericho,west-bank,1,5,3,Residental
2013-11-20,Kh. Twayel,Nablus,west-bank,1,0,0,Non Resedential
2013-11-20,al-Jiftlik,Jericho,west-bank,3,13,5,Residental
2013-10-30,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2013-10-21,Abu Dis,al-Quds,west-bank,3,0,0,Residental
2013-10-03,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-10-03,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-10-03,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-10-03,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-10-02,Jaba',al-Quds,west-bank,1,5,3,Residental
2013-09-28,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-09-19,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-09-19,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-09-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-09-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-09-18,Khallet Makhul,Tubas,west-bank,1,0,0,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,1,7,5,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,4,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,6,0,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,3,10,8,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,2,0,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,2,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,10,8,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,4,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,3,0,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,2,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,7,0,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,2,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,7,3,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,3,0,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,3,0,0,Non Resedential
2013-09-16,Khallet Makhul,Tubas,west-bank,1,5,0,Residental
2013-09-16,Khallet Makhul,Tubas,west-bank,2,0,0,Non Resedential
2013-09-12,Barta'ah a-Sharqiyah,Jenin,west-bank,6,0,0,Non Resedential
2013-09-12,Barta'ah a-Sharqiyah,Jenin,west-bank,2,0,0,Non Resedential
2013-09-11,a-Za'ayem,al-Quds,west-bank,10,62,40,Residental
2013-09-11,a-Za'ayem,al-Quds,west-bank,10,0,0,Non Resedential
2013-09-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,2,0,0,Residental
2013-09-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,0,0,Non Resedential
2013-09-09,Barta'ah a-Sharqiyah,Jenin,west-bank,2,0,0,Non Resedential
2013-09-03,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2013-09-03,Fasayil,Jericho,west-bank,1,10,6,Residental
2013-08-20,Furush Beit Dajan,Nablus,west-bank,1,6,3,Residental
2013-08-20,Furush Beit Dajan,Nablus,west-bank,2,0,0,Non Resedential
2013-08-20,Furush Beit Dajan,Nablus,west-bank,3,0,0,Non Resedential
2013-08-20,Furush Beit Dajan,Nablus,west-bank,1,2,0,Residental
2013-08-20,Furush Beit Dajan,Nablus,west-bank,2,0,0,Non Resedential
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Residental
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,0,0,Non Resedential
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Residental
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,3,0,0,Non Resedential
2013-07-08,al-Hadidiyah,Tubas,west-bank,1,0,0,Residental
2013-07-08,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Residental
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Residental
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,4,0,0,Non Resedential
2013-07-08,al-Hadidiyah,Tubas,west-bank,1,0,0,Residental
2013-07-08,al-Hadidiyah,Tubas,west-bank,3,0,0,Non Resedential
2013-07-08,al-Hadidiyah,Tubas,west-bank,1,0,0,Residental
2013-07-08,al-Hadidiyah,Tubas,west-bank,3,0,0,Non Resedential
2013-07-08,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2013-06-27,al-Hadidiyah,Tubas,west-bank,1,10,2,Residental
2013-06-27,al-Hadidiyah,Tubas,west-bank,2,0,0,Non Resedential
2013-06-27,al-Hadidiyah,Tubas,west-bank,1,2,0,Residental
2013-06-27,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential
2013-06-27,al-Hadidiyah,Tubas,west-bank,1,5,3,Residental
2013-06-27,al-Hadidiyah,Tubas,west-bank,3,0,0,Non Resedential
2013-06-27,al-Hadidiyah,Tubas,west-bank,1,0,0,Residental
2013-06-27,al-Hadidiyah,Tubas,west-bank,3,0,0,Non Resedential
2013-06-27,al-Hadidiyah,Tubas,west-bank,1,0,0,Residental
2013-06-27,al-Hadidiyah,Tubas,west-bank,2,0,0,Non Resedential
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,0,0,Residental
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,5,0,0,Non Resedential
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,4,2,Residental
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,0,0,Non Resedential
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,10,2,Residental
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,6,0,0,Non Resedential
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,7,1,Residental
2013-06-27,Kh. a-Ras al-Ahmar,Tubas,west-bank,3,0,0,Non Resedential
2013-06-12,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Residental
2013-06-12,Barta'ah a-Sharqiyah,Jenin,west-bank,3,0,0,Non Resedential
2013-05-29,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2013-05-27,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2013-05-27,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2013-05-27,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2013-05-20,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2013-05-20,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2013-05-20,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2013-05-20,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2013-05-20,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2013-05-09,Barta'ah a-Sharqiyah,Jenin,west-bank,1,2,0,Residental
2013-05-09,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2013-05-09,Barta'ah a-Sharqiyah,Jenin,west-bank,3,0,0,Non Resedential
2013-05-09,Barta'ah a-Sharqiyah,Jenin,west-bank,2,0,0,Non Resedential
2013-05-09,Barta'ah a-Sharqiyah,Jenin,west-bank,2,0,0,Non Resedential
2013-05-08,Fasayil,Jericho,west-bank,1,0,0,Residental
2013-05-08,al-A'uja,Jericho,west-bank,1,3,0,Residental
2013-05-08,al-A'uja,Jericho,west-bank,1,3,1,Residental
2013-05-07,Tarqumya,Hebron,west-bank,2,0,0,Non Resedential
2013-05-07,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2013-05-07,Rafat,al-Quds,west-bank,1,7,5,Residental
2013-05-07,Deir Dobwan,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2013-05-07,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2013-05-06,Beit Ula,Hebron,west-bank,1,0,0,Non Resedential
2013-05-06,Beit Ula,Hebron,west-bank,1,0,0,Non Resedential
2013-05-06,Beit Ula,Hebron,west-bank,1,0,0,Non Resedential
2013-05-01,Jinsafut,Qalqiliya,west-bank,1,0,0,Non Resedential
2013-05-01,Jinsafut,Qalqiliya,west-bank,1,0,0,Non Resedential
2013-05-01,Jinsafut,Qalqiliya,west-bank,1,0,0,Non Resedential
2013-04-24,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Non Resedential
2013-04-23,Hamam al-Maleh,Tubas,west-bank,1,0,0,Residental
2013-04-23,Hamam al-Maleh,Tubas,west-bank,1,0,0,Non Resedential
2013-04-23,Kh. 'Ein al-Hilweh,Tubas,west-bank,3,12,10,Residental
2013-04-23,Kh. 'Ein al-Hilweh,Tubas,west-bank,1,0,0,Non Resedential
2013-04-23,Bardalah,Tubas,west-bank,1,0,0,Non Resedential
2013-04-23,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2013-04-23,Hamam al-Maleh,Tubas,west-bank,1,0,0,Residental
2013-04-23,Hamam al-Maleh,Tubas,west-bank,1,0,0,Non Resedential
2013-04-23,Kh. Yarza,Tubas,west-bank,1,10,7,Residental
2013-04-23,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2013-04-18,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential
2013-04-09,a-Deirat,Hebron,west-bank,1,0,0,Non Resedential
2013-04-09,a-Samu',Hebron,west-bank,2,7,5,Residental
2013-04-09,a-Samu',Hebron,west-bank,1,0,0,Non Resedential
2013-04-09,Yatta,Hebron,west-bank,1,0,0,Residental
2013-02-20,Qusrah,Nablus,west-bank,1,0,0,Non Resedential
2013-02-19,Beit Iksa,al-Quds,west-bank,3,0,0,Non Resedential
2013-02-12,a-Ramadin,Hebron,west-bank,1,0,0,Non Resedential
2013-02-11,Beit 'Awwa,Hebron,west-bank,1,0,0,Non Resedential
2013-02-11,Idhna,Hebron,west-bank,1,5,0,Residental
2013-02-07,al-Khas,Bethlehem,west-bank,1,0,0,Residental
2013-01-24,al-Malih,Tubas,west-bank,1,0,0,Non Resedential
2013-01-24,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2013-01-24,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2013-01-24,al-Jiftlik,Jericho,west-bank,2,13,8,Residental
2013-01-24,al-Jiftlik,Jericho,west-bank,1,7,4,Residental
2013-01-24,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2013-01-24,al-Jiftlik,Jericho,west-bank,1,4,0,Residental
2013-01-24,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2013-01-24,al-Jiftlik,Jericho,west-bank,1,3,1,Residental
2013-01-24,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2013-01-23,Hamam al-Maleh,Tubas,west-bank,3,0,0,Residental
2013-01-23,Hamam al-Maleh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-23,Hamam al-Maleh,Tubas,west-bank,2,0,0,Residental
2013-01-23,Hamam al-Maleh,Tubas,west-bank,2,0,0,Non Resedential
2013-01-21,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Residental
2013-01-21,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential
2013-01-21,Kh. a-Rahwah,Hebron,west-bank,1,7,5,Residental
2013-01-21,Kh. a-Rahwah,Hebron,west-bank,1,8,6,Residental
2013-01-21,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential
2013-01-21,Kh. a-Rahwah,Hebron,west-bank,1,6,4,Residental
2013-01-21,a-Deirat,Hebron,west-bank,1,0,0,Residental
2013-01-19,Hamam al-Maleh,Tubas,west-bank,2,0,0,Residental
2013-01-19,Hamam al-Maleh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-19,Hamam al-Maleh,Tubas,west-bank,3,0,0,Residental
2013-01-19,Hamam al-Maleh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,4,0,0,Residental
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,4,0,0,Non Resedential
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,2,0,0,Residental
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,2,0,0,Residental
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,1,0,0,Residental
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,1,0,0,Residental
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,4,0,0,Non Resedential
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,1,0,0,Residental
2013-01-19,'Ein al-Meyteh,Tubas,west-bank,1,0,0,Non Resedential
2013-01-19,Hamam al-Maleh,Tubas,west-bank,2,0,0,Residental
2013-01-19,Hamam al-Maleh,Tubas,west-bank,2,0,0,Non Resedential
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,1,11,8,Residental
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,4,0,0,Non Resedential
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,4,0,0,Residental
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,4,0,0,Non Resedential
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,1,5,3,Residental
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,1,0,0,Non Resedential
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,1,9,7,Residental
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-17,Hamam al-Maleh,Tubas,west-bank,2,4,0,Residental
2013-01-17,Hamam al-Maleh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-17,Hamam al-Maleh,Tubas,west-bank,3,10,7,Residental
2013-01-17,Hamam al-Maleh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-17,Hamam al-Maleh,Tubas,west-bank,2,3,1,Residental
2013-01-17,Hamam al-Maleh,Tubas,west-bank,2,0,0,Non Resedential
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,2,3,0,Residental
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,2,0,0,Non Resedential
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,2,0,0,Residental
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,1,0,0,Non Resedential
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,2,5,3,Residental
2013-01-17,'Ein al-Meyteh,Tubas,west-bank,3,0,0,Non Resedential
2013-01-16,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential
2013-01-16,Jericho,Jericho,west-bank,4,31,20,Residental
2013-01-14,Um al-Kheir,Hebron,west-bank,1,6,0,Residental
2013-01-14,Kh. Bir al-'Eid,Hebron,west-bank,1,0,0,Residental
2012-12-31,Bardalah,Tubas,west-bank,3,0,0,Non Resedential
2012-12-31,Bardalah,Tubas,west-bank,1,0,0,Residental
2012-12-31,Bardalah,Tubas,west-bank,3,0,0,Non Resedential
2012-12-27,al-'Eizariyah,al-Quds,west-bank,1,5,3,Residental
2012-12-27,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential
2012-12-12,Beit Nuba,Ramallah and al-Bira,west-bank,1,6,4,Residental
2012-12-04,,,west-bank,1,0,0,Non Resedential
2012-11-12,Beit 'Einun,Hebron,west-bank,2,0,0,Non Resedential
2012-11-12,Beit 'Einun,Hebron,west-bank,1,0,0,Non Resedential
2012-11-07,Beka'ot,Jericho,west-bank,1,6,4,Residental
2012-11-07,Beka'ot,Jericho,west-bank,1,3,1,Residental
2012-11-07,Farsh al-Hawa,Hebron,west-bank,1,0,0,Residental
2012-11-07,Farsh al-Hawa,Hebron,west-bank,1,0,0,Non Resedential
2012-11-07,Bardalah,Tubas,west-bank,1,3,0,Residental
2012-11-07,Bardalah,Tubas,west-bank,1,0,0,Non Resedential
2012-11-07,Haris,Salfit,west-bank,2,12,6,Residental
2012-11-07,Haris,Salfit,west-bank,2,0,0,Residental
2012-11-06,al-Jawaya,Hebron,west-bank,1,10,7,Residental
2012-11-06,al-Jawaya,Hebron,west-bank,2,0,0,Non Resedential
2012-11-06,a-Deirat,Hebron,west-bank,2,12,7,Residental
2012-11-01,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2012-11-01,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2012-10-31,a-Nabi Samwil,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,8,0,Residental
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2012-10-31,Kh.Ibziq,Tubas,west-bank,2,12,3,Residental
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,11,9,Residental
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,11,2,Residental
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,8,4,Residental
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2012-10-31,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,11,0,Residental
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,11,9,Residental
2012-10-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2012-10-24,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential
2012-10-24,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential
2012-10-24,Idhna,Hebron,west-bank,1,7,5,Residental
2012-10-24,Idhna,Hebron,west-bank,2,0,0,Non Resedential
2012-10-24,Kfar Dan,Jenin,west-bank,1,0,0,Non Resedential
2012-10-22,Wadi al-Ghrus,Hebron,west-bank,1,0,0,Non Resedential
2012-10-16,Kh. Lasefar,Hebron,west-bank,1,10,7,Residental
2012-10-16,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential
2012-10-16,Kh. Lasefar,Hebron,west-bank,1,0,0,Non Resedential
2012-08-29,'Arab a-Ramadin a-Shamali,Qalqiliya,west-bank,1,9,3,Residental
2012-08-28,Kh. E'nizan,Hebron,west-bank,1,7,4,Residental
2012-08-28,Kh. E'nizan,Hebron,west-bank,2,0,0,Non Resedential
2012-08-28,Kh. E'nizan,Hebron,west-bank,3,0,0,Non Resedential
2012-08-28,Kh. E'nizan,Hebron,west-bank,1,7,5,Residental
2012-08-28,Kh. E'nizan,Hebron,west-bank,1,0,0,Non Resedential
2012-08-28,Kh. E'nizan,Hebron,west-bank,3,0,0,Non Resedential
2012-08-28,Kh. E'nizan,Hebron,west-bank,2,0,0,Non Resedential
2012-08-28,Kh. E'nizan,Hebron,west-bank,2,0,0,Non Resedential
2012-08-28,'Aqraba,Nablus,west-bank,1,0,0,Non Resedential
2012-08-28,'Aqraba,Nablus,west-bank,1,0,0,Non Resedential
2012-08-28,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential
2012-08-15,Beit Qad,Jenin,west-bank,1,0,0,Non Resedential
2012-08-15,Beit Qad,Jenin,west-bank,3,0,0,Non Resedential
2012-08-13,Beit Ta'mar,Bethlehem,west-bank,9,0,0,Non Resedential
2012-08-13,Elazar,Bethlehem,west-bank,1,0,0,Non Resedential
2012-08-12,'Arab a-Ramadin a-Shamali,Qalqiliya,west-bank,1,0,0,Non Resedential
2012-08-02,Beit Jala,Bethlehem,west-bank,1,0,0,Non Resedential
2012-06-25,'Ein al-Meyteh,Tubas,west-bank,1,5,3,Residental
2012-06-25,'Ein al-Meyteh,Tubas,west-bank,1,0,0,Non Resedential
2012-06-25,'Ein al-Meyteh,Tubas,west-bank,1,7,2,Residental
2012-06-25,'Ein al-Meyteh,Tubas,west-bank,4,0,0,Non Resedential
2012-06-25,'Ein al-Meyteh,Tubas,west-bank,1,7,5,Residental
2012-06-25,'Ein al-Meyteh,Tubas,west-bank,2,0,0,Non Resedential
2012-06-18,al-'Ubeidiyah,Bethlehem,west-bank,2,9,4,Residental
2012-06-18,al-'Ubeidiyah,Bethlehem,west-bank,1,0,0,Non Resedential
2012-06-18,al-'Ubeidiyah,Bethlehem,west-bank,1,7,3,Residental
2012-06-18,al-'Ubeidiyah,Bethlehem,west-bank,1,0,0,Non Resedential
2012-06-17,Beit Iksa,al-Quds,west-bank,1,0,0,Non Resedential
2012-06-07,'Anata,al-Quds,west-bank,5,21,14,Residental
2012-06-07,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2012-06-06,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2012-05-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2012-05-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2012-05-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2012-05-24,Fasayil,Jericho,west-bank,1,0,0,Residental
2012-05-24,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2012-05-24,'Arab a-Ramadin al-Janubi,Qalqiliya,west-bank,1,10,8,Residental
2012-05-24,Fasayil,Jericho,west-bank,1,0,0,Residental
2012-05-24,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2012-05-23,a-Dhahiriyah,Hebron,west-bank,1,0,0,Residental
2012-05-23,a-Dhahiriyah,Hebron,west-bank,1,0,0,Non Resedential
2012-05-23,a-Dhahiriyah,Hebron,west-bank,2,13,6,Residental
2012-05-23,a-Dhahiriyah,Hebron,west-bank,2,0,0,Non Resedential
